Assay_Plate_Barcode,Plate_Map_Name
BR00121328,C-7210-01-CMP-015
BR00121329,C-7210-01-CMP-015
BR00121330,C-7210-01-CMP-015
BR00121331,C-7210-01-CMP-015
BR00121332,C-7210-01-CMP-015
